gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Male,68,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,80,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,85,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,65,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,88,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,76,Widowed,No Qualification,English,White,Unknown,Midlands & East Anglia,No,,,
Male,81,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,44,Separated,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,1.0,1.0,Packets
Female,34,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,55,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,77,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Female,33,Married,Degree,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Male,82,Single,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,77,Widowed,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,19,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,70,Widowed,Other/Sub Degree,British,White,Refused,Midlands & East Anglia,No,,,
Female,74,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,57,Married,Other/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,44,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,38,Single,Degree,British,White,Refused,Midlands & East Anglia,No,,,
Male,43,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,57,Separated,No Qualification,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,54,Divorced,GCSE/O Level,Unknown,Chinese,"2,600 to 5,200",Midlands & East Anglia,Yes,20.0,20.0,Both/Mainly Packets
Male,17,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,60,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,50,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,24,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,8.0,2.0,Packets
Female,78,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,60,Single,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,85,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,6.0,6.0,Packets
Male,59,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,65,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,55,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Female,32,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,41,Single,Higher/Sub Degree,English,Mixed,"Under 2,600",Midlands & East Anglia,No,,,
Female,31,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,45,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20.0,20.0,Both/Mainly Packets
Female,30,Single,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,19,Single,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,76,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,73,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,19,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,Yes,5.0,2.0,Packets
Male,34,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,59,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,22,Single,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,40.0,10.0,Packets
Female,27,Single,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,45,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,69,Widowed,Other/Sub Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,76,Married,Degree,Other,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,54,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,72,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,89,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,78,Widowed,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,Yes,6.0,6.0,Packets
Female,60,Married,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
Female,39,Married,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,28,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,5.0,5.0,Both/Mainly Packets
Male,23,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,Yes,30.0,10.0,Both/Mainly Packets
Male,26,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,52,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,54,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,20,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,10.0,10.0,Packets
Female,59,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Male,30,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,41,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,26,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,27,Married,GCSE/O Level,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,49,Married,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,29,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,36,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,43,Divorced,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,29,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,34,Separated,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15.0,10.0,Packets
Female,81,Married,No Qualification,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Female,30,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,5.0,10.0,Hand-Rolled
Male,25,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,59,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,35.0,35.0,Packets
Female,44,Widowed,No Qualification,British,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,64,Married,GCSE/O Level,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Female,35,Married,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Male,40,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,65,Single,A Levels,Other,Black,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,17,Single,GCSE/O Level,British,Asian,Refused,Midlands & East Anglia,No,,,
Male,72,Married,No Qualification,Other,Black,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,29,Married,Degree,British,Black,"Under 2,600",Midlands & East Anglia,No,,,
Male,39,Married,No Qualification,British,Asian,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,70,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,73,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,46,Single,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,59,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,77,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,42,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,41,Married,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,49,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,Yes,20.0,15.0,Packets
Male,67,Single,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,65,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,40,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,49,Separated,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,34,Single,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,64,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,44,Widowed,Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,72,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,32,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Female,53,Married,No Qualification,British,White,Refused,Midlands & East Anglia,No,,,
Female,50,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,63,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,57,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,40,Married,Degree,English,White,Refused,Midlands & East Anglia,No,,,
Female,88,Divorced,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,57,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,54,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,58,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,77,Divorced,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,45,Divorced,GCSE/CSE,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,31,Single,GCSE/O Level,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,31,Married,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,80,Widowed,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,67,Widowed,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,30.0,30.0,Packets
Male,40,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,Yes,20.0,10.0,Packets
Female,70,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Female,28,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,Yes,30.0,10.0,Packets
Male,30,Married,GCSE/CSE,Other,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,70,Divorced,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Male,57,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,76,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,89,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,81,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,30,Single,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,39,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,73,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,Yes,15.0,15.0,Packets
Female,39,Married,A Levels,Other,White,Refused,Midlands & East Anglia,No,,,
Female,76,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,62,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,66,Married,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,53,Separated,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,60,Married,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,36,Married,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,40,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,57,Separated,No Qualification,English,White,"28,600 to 36,400",Midlands & East Anglia,Yes,15.0,15.0,Packets
Male,16,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,Yes,25.0,20.0,Hand-Rolled
Female,25,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,58,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,49,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,48,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,88,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,35,Married,A Levels,British,Chinese,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,43,Married,Degree,British,Black,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,69,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,64,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20.0,20.0,Packets
Female,40,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,78,Married,Degree,British,White,Refused,Midlands & East Anglia,No,,,
Male,58,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,34,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,Yes,3.0,0.0,Packets
Female,46,Married,Degree,British,Mixed,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,65,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,34,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,10.0,Both/Mainly Packets
Female,40,Separated,GCSE/CSE,British,Asian,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,79,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Male,36,Married,No Qualification,British,Asian,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,39,Married,No Qualification,Other,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,24,Married,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,28,Single,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,20.0,10.0,Both/Mainly Packets
Female,26,Single,A Levels,English,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,45,Widowed,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,24,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,18.0,10.0,Packets
Male,77,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,78,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,25,Single,Degree,Scottish,White,Refused,Midlands & East Anglia,No,,,
Male,36,Married,GCSE/CSE,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,17,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
Male,55,Married,GCSE/O Level,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,70,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,43,Single,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,15.0,8.0,Hand-Rolled
Female,59,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,32,Married,Other/Sub Degree,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,34,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,58,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,44,Married,GCSE/O Level,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,64,Married,No Qualification,British,White,Refused,Midlands & East Anglia,Yes,0.0,0.0,Packets
Female,34,Married,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,32,Single,GCSE/CSE,English,White,Refused,Midlands & East Anglia,No,,,
Male,38,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,28,Single,GCSE/CSE,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,42,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,34,Single,Degree,Other,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,23,Single,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15.0,5.0,Both/Mainly Packets
Male,55,Separated,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,65,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,62,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,66,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,73,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,34,Single,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,33,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,55,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,1.0,0.0,Packets
Female,39,Married,Degree,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,26,Single,Degree,British,Asian,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,61,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,25.0,25.0,Packets
Female,78,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,42,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,72,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,62,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,30.0,30.0,Both/Mainly Packets
Female,46,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,24,Single,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,27,Single,Degree,British,Black,"10,400 to 15,600",Midlands & East Anglia,Yes,6.0,4.0,Both/Mainly Packets
Female,64,Married,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,86,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,46,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,20,Single,ONC/BTEC,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,15.0,Both/Mainly Packets
Male,35,Divorced,Higher/Sub Degree,Other,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,46,Married,Higher/Sub Degree,Irish,White,"28,600 to 36,400",Midlands & East Anglia,Yes,30.0,30.0,Packets
Female,39,Married,Higher/Sub Degree,Irish,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,28,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,33,Married,Higher/Sub Degree,Refused,Refused,Refused,Midlands & East Anglia,No,,,
Female,39,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,45,Divorced,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,37,Separated,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,29,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10.0,5.0,Packets
Male,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,26,Married,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,47,Divorced,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,10.0,Packets
Male,72,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,72,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,65,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,69,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,61,Married,A Levels,English,White,Unknown,Midlands & East Anglia,No,,,
Female,63,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Male,16,Single,No Qualification,British,White,Refused,Midlands & East Anglia,No,,,
Male,61,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,18,Single,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,76,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,65,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,52,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,64,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,42,Married,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,40,Married,Degree,Other,White,"Above 36,400",London,No,,,
Female,28,Married,Other/Sub Degree,English,Mixed,"20,800 to 28,600",London,No,,,
Male,40,Married,Degree,Welsh,White,"Above 36,400",London,No,,,
Male,48,Married,GCSE/O Level,British,White,"28,600 to 36,400",London,No,,,
Male,35,Separated,Degree,Other,White,"20,800 to 28,600",London,No,,,
Female,30,Single,Degree,British,Black,"5,200 to 10,400",London,Yes,3.0,3.0,Packets
Female,26,Single,Degree,British,White,"5,200 to 10,400",London,No,,,
Male,81,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Male,77,Divorced,A Levels,English,White,"10,400 to 15,600",London,No,,,
Female,25,Single,Degree,British,White,"15,600 to 20,800",London,No,,,
Female,66,Married,No Qualification,British,Asian,"Under 2,600",London,No,,,
Male,18,Single,A Levels,British,White,"5,200 to 10,400",London,Yes,15.0,15.0,Packets
Male,43,Married,GCSE/O Level,British,Black,"15,600 to 20,800",London,No,,,
Male,49,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",London,Yes,20.0,6.0,Both/Mainly Packets
Male,29,Married,Degree,English,White,"Above 36,400",London,No,,,
Female,20,Single,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,75,Widowed,Other/Sub Degree,English,White,"Under 2,600",London,Yes,25.0,25.0,Packets
Male,40,Married,No Qualification,Other,Chinese,"20,800 to 28,600",London,No,,,
Female,64,Single,Higher/Sub Degree,Irish,White,"5,200 to 10,400",London,No,,,
Male,66,Single,Degree,British,Chinese,Refused,London,No,,,
Female,34,Single,Degree,British,White,"5,200 to 10,400",London,No,,,
Female,76,Divorced,Degree,British,White,"28,600 to 36,400",London,No,,,
Male,30,Married,Degree,English,White,"Above 36,400",London,Yes,1.0,0.0,Packets
Male,55,Married,Degree,Other,Mixed,"Above 36,400",London,No,,,
Female,49,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
Male,38,Separated,Degree,English,Chinese,"10,400 to 15,600",London,No,,,
Male,23,Single,A Levels,Other,Refused,Refused,London,Yes,10.0,10.0,Packets
Male,77,Married,Degree,Welsh,White,"15,600 to 20,800",London,No,,,
Male,46,Single,Degree,Other,White,"10,400 to 15,600",London,Yes,8.0,8.0,Hand-Rolled
Female,26,Separated,Higher/Sub Degree,British,White,"Under 2,600",London,No,,,
Female,26,Single,Degree,Other,White,"28,600 to 36,400",London,Yes,10.0,8.0,Packets
Male,45,Single,Degree,Irish,White,"Above 36,400",London,Yes,7.0,2.0,Packets
Female,45,Single,No Qualification,Other,Black,"2,600 to 5,200",London,No,,,
Female,61,Married,No Qualification,English,White,Refused,London,No,,,
Female,47,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
Female,75,Widowed,Other/Sub Degree,English,White,"10,400 to 15,600",London,Yes,10.0,10.0,Packets
Female,36,Divorced,No Qualification,English,White,"2,600 to 5,200",London,Yes,30.0,20.0,Packets
Male,26,Single,Degree,British,Chinese,"2,600 to 5,200",London,No,,,
Male,71,Widowed,No Qualification,English,White,"2,600 to 5,200",London,Yes,25.0,25.0,Packets
Male,69,Married,No Qualification,British,White,"5,200 to 10,400",London,Yes,10.0,10.0,Hand-Rolled
Male,38,Single,A Levels,Irish,White,"28,600 to 36,400",London,Yes,10.0,6.0,Hand-Rolled
Female,21,Single,GCSE/O Level,British,Black,Refused,London,No,,,
Male,26,Single,No Qualification,British,Chinese,"10,400 to 15,600",London,No,,,
Female,83,Widowed,No Qualification,English,White,Unknown,London,No,,,
Female,56,Divorced,No Qualification,Other,White,"5,200 to 10,400",London,No,,,
Male,34,Single,Degree,English,White,"Above 36,400",London,Yes,20.0,20.0,Packets
Female,66,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,32,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,Yes,3.0,3.0,Hand-Rolled
Female,77,Single,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,70,Married,No Qualification,English,White,"Under 2,600",London,No,,,
Male,24,Single,GCSE/O Level,English,White,"Under 2,600",London,Yes,10.0,10.0,Both/Mainly Packets
Female,81,Widowed,No Qualification,British,White,"5,200 to 10,400",London,No,,,
Male,37,Separated,Other/Sub Degree,Other,White,"2,600 to 5,200",London,No,,,
Male,90,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,29,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,Yes,6.0,0.0,Hand-Rolled
Female,24,Single,A Levels,Other,White,"5,200 to 10,400",London,No,,,
Male,81,Widowed,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,38,Separated,ONC/BTEC,Other,Black,"5,200 to 10,400",London,No,,,
Male,22,Single,GCSE/O Level,Irish,White,"20,800 to 28,600",London,Yes,0.0,7.0,Packets
Male,31,Married,GCSE/CSE,British,Asian,"5,200 to 10,400",London,No,,,
Female,77,Widowed,No Qualification,Other,White,"2,600 to 5,200",London,No,,,
Female,61,Divorced,No Qualification,Other,White,"10,400 to 15,600",London,Yes,5.0,4.0,Packets
Male,54,Single,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,72,Widowed,No Qualification,British,White,"5,200 to 10,400",London,No,,,
Male,66,Single,No Qualification,British,White,"5,200 to 10,400",London,Yes,30.0,30.0,Packets
